Country,Company,Profession,Education,Graduation_year
Sverige,3solutions,Architect,Architect,2003
Sverige,A1 Arkitekter AB,Architect,Architect,1995
Sverige,Ahlsénarkitekterna AB,Architect,Architect,1982
Sverige,AIX Arkitekter AB,Architect,Architect,2009
Sverige,AJ Landskap,Architect,Architect,2006
Sverige,Ann Pyk Arkitektkontor,Architect,Architect,1994
Sverige,AQ Arkitekter,CEO,Architect,1984
Sverige,argark Rehnberg Geigant Arkitketer AB,Architect,Architect,1996
Sverige,Årstiderne Arkitekter,Architect,Architect,2002
Sverige,Asante Arkitektur&Design,Architect,Architect,2011
Sverige,BAU AB,Architect,Architect,1997
Sverige,Borlänge kommun,City Architect,Architect,
Sverige,Brunnberg & Forshed arkitektkontor,Architect,Architect,1997
Sverige,Brunnberg & Forshed arkitektkontor,Architect,Architect,1994
Sverige,Brunnberg & Forshed arkitektkontor,Architect,Architect,2000
Sverige,Brygghuset Arkitekter AB,Administrator Architecture,Architect,1993
Sverige,BSK Arkitekter,Architect,Architect,1999
Sverige,BSK Arkitekter,Architect,Architect,2004
Sverige,Burckhardt Partner,Architect,Architect,2004
Sverige,Carlstedt Arkitekter,Architect,Architect,2008
Sverige,Chalmers Tekniska Högskola,PhD Student,Architect,2007
Sverige,ClimateWell,CEO,Architect,2008
Sverige,Dagab,Distribution Driver,Architect,1988
Sverige,Danske Bank,Logistic Manager,Architect,1998
Sverige,Ericsson,Information Specialist,Architect,1993
Sverige,Forsen Projekt AB,Project Manager,Architect,2005
Sverige,Gotlands kommun,Building Permit Architect,Architect,1999
Sverige,Granada Ingenieria & Management Ltda.,Architect,Architect,1999
Sverige,H&M,Store Planner,Architect,2004
Sverige,Hifab,Project Manager,Architect,2004
Sverige,IBM,Nordic process lead for two BL,Architect,1988
Frankrike,Johan Andersson Architecte,Architect,Architect,2011
Sverige,Jois Arkitektur & Design AB,Architect,Architect,1987
Sverige,Jois Arkitektur & Design AB,Architect,Architect,1987
Sverige,Key2Insight/Loord Design,Consultant,Architect,1990
Sverige,KHR Rundquist arkitekter,Administrator Architecture,Architect,2000
Sverige,Kjellander & Sjöberg Arkitektkontor AB,Architect,Architect,2004
Sverige,KTH,Professor,Architect,1973
Sverige,KTH,Project Manager,Architect,1998
Sverige,Larsson arkitekter,CEO,Architect,1990
Sverige,Lindesbergs kommun,City Architect,Architect,1986
Sverige,Love Arbén Arkitektkontor,Architect,Architect,2000
Sverige,Love Arbén Arkitektkontor,Architect,Architect,2000
Sverige,Lund & Valentin arkitektur och design AB,Architect,Architect,2003
Sverige,Monica Ekblom Arkitektkontor,Architect,Architect,1991
Sverige,Mrs Miller Arkitekter,CEO,Architect,2001
Sverige,Nacka kommun,Building Permit Manager,Architect,1998
Sverige,Nymansur 1851,Sales Engineer,Architect,2009
Sverige,Nyréns Arkitektkontor AB,Administrator,Architect,2000
Sverige,Olle Rex Arkitketbyrå AB,Architect,Architect,2004
Sverige,omniplan,Architect,Architect,1991
Sverige,oxygen architects,Architect,Architect,2002
Sverige,P&CE Blom art kb,CEO,Architect,1993
Sverige,Rikshem,HR-Generalist,Architect,2010
Sverige,Roupe Zotterman,Self Employed,Architect,2003
Sverige,Satellit arkitekter,Architect,Architect,2009
Sverige,SC arkitektur och planering,Self Employed,Architect,1988
Sverige,SC arkitektur och planering,Self Employed,Architect,1988
Sverige,Seark AB,Self Employed,Architect,2000
Sverige,Self-employed,Architect,Architect,1989
Sverige,Self-employed,Self Employed,Architect,2010
Sverige,Semcon,Communicator,Architect,1990
Sverige,Skellefteå kommun,Architect,Architect,2001
Sverige,Statens fastighetsverk,Procurement Manager,Architect,1981
Sverige,Stockholm Stad,Administrator Architecture,Architect,1983
Sverige,Stockholm Stad,Administrator Architecture,Architect,1983
Sverige,Stockholm Stad,Teacher,Architect,1993
Sverige,Stockholms Universitet,Administrative Officer,Architect,1999
Sverige,Sundell Arkitekter,Assignment Manager,Architect,2007
Sverige,Sundsvalls Kommun,Building Permit Architect,Architect,1984
Sverige,SWECO,Architect,Architect,2009
Sverige,SWECO,Architect,Architect,2005
Sverige,Tekniska Museet,Secretary,Architect,
Sverige,Tengbom,Architect,Architect,1983
Sverige,Tengbomarkitekter,Architect,Architect,1974
Sverige,ThuleFastighetsutveckling,Architect,Architect,
Sverige,uppland-Bro kommun,Architect,Architect,1993
Sverige,Västerås stad,Availability Advisor,Architect,2012
Sverige,White Arkitekter,Architect,Architect,2008
Sverige,Wingårdhs,Architect,Architect,2005
Sverige,Wingårdhs,Architect,Architect,2005
USA,WM Media,"Publisher, Reporter",Architect,1985
Sverige,Accenture,Consultant,Biotechnology,2007
Österrike,ACIB - Austrian Centre of Industrial Biotechnology c/o BOKU - University of Natural Resources and Life Sciences,PhD Student,Biotechnology,2012
Sverige,ÅF,Consultant,Biotechnology,2012
Sverige,ALS Scandinavia AB,Division coordinator,Biotechnology,2007
Sverige,Applied Biosystems,Business Development,Biotechnology,2005
Sverige,Arla Foods,Wastage controller,Biotechnology,2006
Sverige,Bain & Company,Associate Consultant,Biotechnology,2006
Norge,Barentzymes AS,Group Manager,Biotechnology,2005
Sverige,Belach Bioteknik,Business Developer,Biotechnology,2009
Sverige,BillerudKorsnäs AB,Sales Manager,Biotechnology,2011
Sverige,Biosensor Applications AB,Development Engineer,Biotechnology,2005
Sverige,Biovitrum AB,Laboratory Engineer,Biotechnology,2008
Sverige,Blockie AB,Founder,Biotechnology,2009
Thailand,Century21 Thailand,Business Development Manager,Biotechnology,
Sverige,Cepheid,Product Developer,Biotechnology,2009
Sverige,ComplyiT AB,Consultant,Biotechnology,2012
Sverige,Cygni,Software Engineer,Biotechnology,2008
Sverige,Dale Carnegie Sweden,Educator,Biotechnology,2007
Tyskland,DR KNOELL CONSULT,Project Specialist,Biotechnology,2005
Sverige,Ekerö Kommun,Waste Engineer,Biotechnology,2012
Frankrike,Embassy of Sweden in China,Officer - energy and environment,Biotechnology,2006
Sverige,General Electric,Researcher,Biotechnology,2004
Sverige,General Electric,Researcher,Biotechnology,2010
Sverige,Hälsa på minuten Sverige AB,CEO,Biotechnology,2008
Sverige,HPR,Laboratory Engineer,Biotechnology,2009
Storbritannien,Imperial College London,PhD Student,Biotechnology,2008
Sverige,Intertek Semko,Manager,Biotechnology,2009
Sverige,IVL Svenska Miljöinstitutet,System Administrator,Biotechnology,2006
Sverige,Karolinska Institutet,Licentiate Candidate,Biotechnology,2010
Sverige,Karolinska Institutet,Licentiate Candidate,Biotechnology,2010
Sverige,Karolinska Institutet,PhD Student,Biotechnology,2006
Sverige,Karolinska Institutet,PhD Student,Biotechnology,2007
Sverige,Karolinska Institutet,PhD Student,Biotechnology,2011
Sverige,Karolinska Institutet,PhD Student,Biotechnology,2004
Sverige,Karolinska Institutet,Postdoctoral,Biotechnology,
Sverige,Karolinska Institutet,Postdoctoral,Biotechnology,2007
Sverige,Karolinska Institutet,Research Assistant,Biotechnology,2007
Sverige,Karolinska Institutet,Researcher,Biotechnology,2010
Sverige,Karolinska Institutet,Project Manager,Biotechnology,2006
Sverige,KTH,Information specialist,Biotechnology,2004
Sverige,KTH,Labtechnician,Biotechnology,2005
Sverige,KTH,PhD Student,Biotechnology,
Sverige,KTH,PhD Student,Biotechnology,2013
Sverige,KTH,PhD Student,Biotechnology,2010
Sverige,KTH,PhD Student,Biotechnology,2013
Sverige,KTH,PhD Student,Biotechnology,2007
Sverige,KTH,PhD Student,Biotechnology,2007
Sverige,KTH,PhD Student,Biotechnology,2008
Sverige,KTH,PhD Student,Biotechnology,2007
Sverige,KTH,Researcher,Biotechnology,2006
Sverige,KTH,Researcher,Biotechnology,2007
Sverige,KTH,Researcher,Biotechnology,2008
Sverige,KTH,Technology Transfer Manager,Biotechnology,2005
Sverige,"Kungliga Tekniska Högskolan - skolan för bioteknik , The Human Protein Atlas project",Researcher,Biotechnology,2008
USA,Lunds Tekniska Högskola,PhD Student,Biotechnology,2010
Sverige,MaskinLindell AB,Sales Assistant,Biotechnology,2011
Sverige,Mawell,Information Specialist,Biotechnology,2012
Tyskland,Max Planck Society,Scientist,Biotechnology,2005
Sverige,McKinsey,Associate,Biotechnology,2006
USA,Memorial Sloan Kettering Cancer Center,Researcher,Biotechnology,2009
Sverige,MIT,PhD Student,Biotechnology,2004
Sverige,Natumin Pharma,Product Manager,Biotechnology,2010
Schweiz,Novartis,Scientist,Biotechnology,2008
Sverige,Nynas USA Inc,Process Engineer,Biotechnology,2005
Sverige,Octapharma,Laboratory Engineer,Biotechnology,2011
Sverige,Octapharma,Process Scientist,Biotechnology,2006
Sverige,Orion Diagnostica AB,Product Manager,Biotechnology,2008
Sverige,Pfizer,Associate,Biotechnology,2006
Sverige,Pfizer,Laboratory Engineer,Biotechnology,2011
Sverige,Prevas,Project Planner,Biotechnology,2010
Sverige,Realtime Embedded,Assistant,Biotechnology,2010
Sverige,Rejlers,Consultant,Biotechnology,2011
Sverige,Sandholm Associates AB,Marketing Director,Biotechnology,2007
Sverige,SCA,Trainee,Biotechnology,2013
Sverige,SCA,Trainee,Biotechnology,2013
Sverige,Science for Life Laboratory,PhD Student,Biotechnology,2013
Sverige,Science for Life Laboratory,PhD Student,Biotechnology,2013
Sverige,Science for Life Laboratory,Researcher,Biotechnology,2014
Sverige,Silex Microsystems,Product Manager,Biotechnology,2011
Sverige,Sirona Health Solutions,Analyst,Biotechnology,2013
Sverige,Skånemejerier,Production Developer,Biotechnology,2005
Sverige,Smittskyddsinstitutet,Engineer,Biotechnology,2007
Sverige,Södertörns Högskola,Research Assistant,Biotechnology,2004
Sverige,Syvab Himmerfjärdsverket,Process Engineer,Biotechnology,2012
Sverige,"Tasly Group Co., Ltd.",Regulatory Scientist,Biotechnology,2005
Sverige,Tedex,PhD Student,Biotechnology,2010
Sverige,Tetra Pak,Materials Engineer,Biotechnology,2012
Storbritannien,The University of Manchester,PhD Student,Biotechnology,2012
Sverige,Thermo Fisher Scientific,Clinical Applications Consultant,Biotechnology,2008
Sverige,Thomson Reuters,Regional Account Manager Nordics,Biotechnology,2007
Sverige,Tyréns,Risk Consultant,Biotechnology,2010
Sverige,University of Sydney,Research Assistant,Biotechnology,2008
Sverige,Uppsala Universitet,PhD Student,Biotechnology,2008
Sverige,Uppsala Universitet,Research Assistant,Biotechnology,2009
Sverige,VA Syd,Group Manager,Biotechnology,2007
Sverige,Vanderbilt University,Postdoctoral,Biotechnology,2006
Sverige,Vetenskap & Allmänhet,Project Manager,Biotechnology,
Sverige,Wibax AB,Manager,Biotechnology,2011
Sverige,WSP ,Environmental Economic Analyst,Biotechnology,2011
Sverige,3M Svenska,Application Development Engineer,Chemistry,2004
Sverige,Aarhuskarlshamn Sweden AB,Process Engineer,Chemistry,2002
Sverige,AB Svenska Shell,Business Development,Chemistry,2000
Sverige,Accenture,Consultant,Chemistry,2004
Sverige,Actavis Group PTC,Specialist,Chemistry,2004
Etiopien,"Addis Ababa Institute of Technology, AAiT",Lecturer and Undergraduate Program Leader,Chemistry,2010
Sverige,AdviceU AB,Procurement Manager IT,Chemistry,2008
Sverige,Aerosol Scandinavia AB,Software Developer,Chemistry,2004
Sverige,ÅF,Process Consultant,Chemistry,1982
Sverige,ÅF,Process Engineer,Chemistry,2008
Sverige,ÅF,Risk Consultant,Chemistry,2001
Sverige,AGA Gas AB,Business Manager,Chemistry,1987
Sverige,Agrivind AB,Researcher,Chemistry,2007
Frankrike,AK2C,Consultant,Chemistry,2010
Sverige,AkzoNobel,Air Sales Manager,Chemistry,1988
Sverige,AkzoNobel,Application Engineer,Chemistry,2010
Sverige,AkzoNobel,Director,Chemistry,1986
Sverige,AkzoNobel,Environmental Chemist,Chemistry,2006
Sverige,AkzoNobel,Manager,Chemistry,1994
Sverige,Alfa Laval,Marketing Manager,Chemistry,1994
Kina,Alfa Laval,Product Manager,Chemistry,2007
Sverige,Allied Attorneys Chemical AB,Patent Engineer,Chemistry,2007
Sverige,Altia Sweden AB,Product Developer,Chemistry,1990
Sverige,Alveiro Lifescience,CEO,Chemistry,1977
Sverige,Alyata Projektledning AB,Project Manager,Chemistry,1993
Sverige,Apoteket,Project Manager,Chemistry,1999
Sverige,Applied Value,Associate,Chemistry,1997
Sverige,Aqua Konsult AB,Consultant,Chemistry,2004
Sverige,Arbetsmiljöverket,Operations Controller,Chemistry,1989
Sverige,Arc group,Trading Specialist,Chemistry,2008
Sverige,Aromatic AB,Researcher,Chemistry,1988
Sverige,Asian Development Bank,Environmental Engineer,Chemistry,1995
Sverige,AstraZeneca,Computer Engineer,Chemistry,2003
Sverige,AstraZeneca,Developer,Chemistry,1992
USA,AstraZeneca,Director,Chemistry,1992
Sverige,AstraZeneca,Engineer,Chemistry,1988
Sverige,AstraZeneca,Laboratory Engineer,Chemistry,2005
Sverige,AstraZeneca,Laboratory Engineer,Chemistry,2003
Sverige,AstraZeneca,Manager,Chemistry,1999
Sverige,AstraZeneca,Medical Science Liaison,Chemistry,2001
Sverige,AstraZeneca,Project Manager,Chemistry,2002
Sverige,AstraZeneca,Quality Assurance,Chemistry,2002
Sverige,AstraZeneca,Quality Assurance,Chemistry,2002
Sverige,AstraZeneca,Quality Engineer,Chemistry,2005
Sverige,AstraZeneca,Regulatory account manager,Chemistry,1999
Sverige,AstraZeneca,Researcher,Chemistry,2004
Sverige,AstraZeneca,Section Manager,Chemistry,2002
Sverige,AstraZeneca,Maintanance Engineer,Chemistry,2009
Sverige,Atlas Antibodies AB,Product Manager,Chemistry,2003
Sverige,Attendo Care,Nurse Assistant,Chemistry,2010
Sverige,Avaitec AB,Consultant,Chemistry,1989
Schweiz,Avensol,Sales Engineer,Chemistry,2009
Sverige,"Avesta Research Center, Outokumpu",Specialist,Chemistry,2006
Sverige,Axalta Powder Coating System Nordic AB,MTE Supervisor,Chemistry,2009
Sverige,Banverket,Environmental Coordinator,Chemistry,2003
Sverige,Barghest Building Performance Pte. Ltd.,Intern,Chemistry,2014
Sverige,Beckers,Color Developer,Chemistry,2009
Sverige,Billerud AB,CEO,Chemistry,1998
Sverige,Billerud AB,Developer,Chemistry,1993
Sverige,Billerud AB,Managing Director,Chemistry,1993
Sverige,BillerudKorsnäs Frövi,Project Manager,Chemistry,2005
Sverige,Biovitrum,Section Manager,Chemistry,1994
Sverige,Bluefish Pharamceuticals AB,Manager,Chemistry,1988
Sverige,Bost IT Solutions,Operations Director,Chemistry,1987
Sverige,Bruker Corporation,Sales Engineer,Chemistry,2007
Sverige,Burseryds Bruk AB,Environmental Manager,Chemistry,2002
Sverige,Cardiff University,Research Assistant,Chemistry,2010
Sverige,Cargill Nordic,Manager,Chemistry,1982
Schweiz,Carl Zeiss AG,Manager,Chemistry,1996
Sverige,Casco Adhesives AB,Buyer,Chemistry,2000
Sverige,Casco Adhesives AB,Researcher,Chemistry,2005
Sverige,Castrol,Product Manager,Chemistry,2012
Sverige,Celanese,Process Engineer,Chemistry,2005
Sverige,Cellutech,Scientist,Chemistry,2010
Sverige,Cepheid AB,Marketing Director,Chemistry,1991
Sverige,CIT Recycling Development AB,CEO,Chemistry,1999
Schweiz,Clariant,Trainee,Chemistry,2014
Sverige,Coca-Cola Drycker Sverige AB,Environmental Coordinator,Chemistry,2004
Schweiz,CSL Behring,Assistant Professor,Chemistry,2004
Sverige,Cybergene AB,CTO,Chemistry,2000
Sverige,Dagens Industri,Foreign Reporter,Chemistry,1997
Sverige,Dalkia,Head of Mergers and Acquisitions,Chemistry,
Sverige,Dekon Engineering,Commissioning,Chemistry,2007
Norge,Det Norske Veritas AB,Project Manager,Chemistry,1991
Sverige,dewan salman chemical limited pakistan,sgift engineer/process enginerer,Chemistry,2011
Sverige,Diamorph AB,Research Manager,Chemistry,1999
Sverige,Diversey,Marketing Coordinator,Chemistry,2000
Sverige,DSM Nutritional Products,Quality Manager,Chemistry,2000
Sverige,Eka Chemicals,Process Operator,Chemistry,2004
Sverige,Electrolux,Purchasing Manager,Chemistry,1995
Sverige,Elekta Instrument,System Engineer,Chemistry,1993
Sverige,Ena Energi,CEO,Chemistry,1999
Sverige,Encecor AB,Managing Director,Chemistry,1997
Sverige,Encecor AB,Managing Director,Chemistry,1997
Sverige,EnergiMedvetenhet 11,Self Employed,Chemistry,1997
Sverige,Energimyndigheten,Administrator,Chemistry,2006
Sverige,Enginera,Consultant,Chemistry,2004
Tyskland,EPO,Director,Chemistry,1988
Sverige,Epsilon,Consultant,Chemistry,2010
Sverige,Epsilon,Project Manager,Chemistry,2011
Sverige,Ericsson,Manager,Chemistry,1998
Sverige,Ericsson,Manager,Chemistry,1998
Sverige,Ericsson,Teacher,Chemistry,2004
Sverige,Exicom,Manager,Chemistry,1983
Sverige,Fazer Amica,Hygiene Manager,Chemistry,2003
Sverige,Florida State University,Dr.,Chemistry,1997
Sverige,FMV,System Engineer,Chemistry,2013
Sverige,FOI,Researcher,Chemistry,2004
Sverige,Forsmarks Kraftgrupp AB,Construction Engineer,Chemistry,2006
Sverige,Forsmarks Kraftgrupp AB,System Engineer,Chemistry,2010
Sverige,Fortum,Chemical Engineer,Chemistry,2008
Sverige,Fortum,Group Manager,Chemistry,2002
Sverige,Fortum,Group Manager,Chemistry,2002
Sverige,Fortum,Group Manager,Chemistry,2008
Sverige,Fortum,Product Manager,Chemistry,2001
Sverige,Fortum,Project Manager,Chemistry,1998
Sverige,Fortum,Project Manager,Chemistry,2002
Sverige,Fresenius Kabi AB,Manager,Chemistry,2000
Sverige,Freudenberg household Products,UH-Manager,Chemistry,2000
Sverige,Frohe AB,Quality Manager,Chemistry,2005
Norge,Gassco AS,Project Manager,Chemistry,2005
Sverige,General Electric,Development Engineer,Chemistry,2004
Sverige,General Electric,Life Sciences Research Manager,Chemistry,1985
Sverige,General Electric,Process Developer,Chemistry,1999
Sverige,General Electric,Process Engineer,Chemistry,2005
Sverige,General Electric,Project Manager,Chemistry,1987
Sverige,General Electric,Researcher,Chemistry,1991
Sverige,General Electric,Researcher,Chemistry,1991
Sverige,General Electric,Service Chemist,Chemistry,2006
USA,General Electric,Sourcing Executive,Chemistry,
Sverige,General Electric,Validation Engineer,Chemistry,1997
Sverige,GL&V Sweden AB,Laboratory Engineer,Chemistry,2001
Australien,GM Holden,Vehicle Engineer,Chemistry,1996
Sverige,Golder Associates AB,Consultant,Chemistry,2004
Sverige,Golder Associates AB,Consultant,Chemistry,2008
Storbritannien,Graham Buckton,Professor,Chemistry,2005
Storbritannien,Graham Buckton,Professor,Chemistry,2005
Sverige,Grontmij,Project Manager,Chemistry,1997
Sverige,Grontmij,Technical Consultant,Chemistry,1994
Sverige,GRYAAB,Laboratory Engineer,Chemistry,2011
Sverige,Gyproc AB,EHS Manager,Chemistry,2000
Danmark,Haldor Topsoe,Researcher,Chemistry,2003
Sverige,Henkel Norden AB,Chief Engineer,Chemistry,1992
Sverige,Hewlett Packard,Environmental Manager,Chemistry,1990
Sverige,Holmen Paper AB,Superintendent,Chemistry,2002
Sverige,hte Aktiengesellschaft,Business Development Manager,Chemistry,2009
Sverige,IKEA,Chemist,Chemistry,1991
Sverige,Infor,Consultant,Chemistry,
Sverige,Infor,Consultant,Chemistry,
Sverige,Innventia,Consultant,Chemistry,1981
Sverige,Innventia,Researcher,Chemistry,2010
Sverige,Inspecta,Consultant,Chemistry,2008
Sverige,Intertech,Consultant,Chemistry,1997
Sverige,ITT Water & Wastwater,Business Developer,Chemistry,1980
Sverige,ITT Water & Wastwater,Business Developer,Chemistry,1980
Sverige,IVL Svenska Miljöinstitutet,CEO,Chemistry,1983
Sverige,IVL Svenska Miljöinstitutet,Researcher,Chemistry,2012
Sverige,Jensens Böfhus,Restaurant Assistant,Chemistry,2009
Sverige,Johnson & Johnson,Packaging Engineer,Chemistry,2001
Sverige,Käppalaförbundet,Chemist,Chemistry,2009
Sverige,Karo Bio,Research Investigator,Chemistry,2001
Sverige,Karolinska Institutet,Pharmacist,Chemistry,1983
Sverige,Karolinska Institutet,Project Manager,Chemistry,1983
Sverige,Karolinska Institutet,Research Assistant,Chemistry,2009
Sverige,Karolinska Institutet,Chemist,Chemistry,2006
Sverige,Karolinska Institutet,Technical Systems Engineer,Chemistry,1999
Sverige,Kemakta Konsult AB,Consultant,Chemistry,1982
Sverige,Kemakta Konsult AB,Consultant,Chemistry,1982
Sverige,Kemikalieinspektionen,Director-general,Chemistry,1991
Sverige,Kemikalieinspektionen,Director-general,Chemistry,1991
Sverige,Kemira kemi AB,Product Manager,Chemistry,2005
Sverige,Kemwell AB,Process Engineer,Chemistry,1982
Sverige,Keyplants AB,Project Manager,Chemistry,1993
Tyskland,KommtEssen,CEO,Chemistry,1996
Sverige,Korsnäs,Process Manager,Chemistry,2004
Sverige,Korsnäs,Production Manager,Chemistry,2005
Sverige,Korsnäs,Superintendent,Chemistry,1993
Sverige,KTH,Adjunct Professor,Chemistry,1985
Sverige,KTH,Adjunct Professor,Chemistry,1977
Sverige,KTH,Director ,Chemistry,2005
Sverige,KTH,Lector,Chemistry,1979
Sverige,KTH,PhD Student,Chemistry,2009
Sverige,KTH,PhD Student,Chemistry,2008
Sverige,KTH,PhD Student,Chemistry,2011
Sverige,KTH,PhD Student,Chemistry,2012
Sverige,KTH,PhD Student,Chemistry,2012
Sverige,KTH,PhD Student,Chemistry,2012
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2009
Sverige,KTH,PhD Student,Chemistry,2002
Sverige,KTH,PhD Student,Chemistry,2005
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2011
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2009
Sverige,KTH,PhD Student,Chemistry,2005
Tanzania,KTH,PhD Student,Chemistry,2009
Sverige,KTH,PhD Student,Chemistry,2010
Sverige,KTH,PhD Student,Chemistry,2008
Sverige,KTH,Professor,Chemistry,1979
Sverige,KTH,Project Coordinator,Chemistry,2011
Sverige,KTH,Researcher,Chemistry,1999
Sverige,KTH,Researcher,Chemistry,2007
Sverige,KTH,Researcher,Chemistry,2004
Sverige,KTH,Vice Principle,Chemistry,1981
Sverige,Kungsörnens pasta,Production Manager,Chemistry,2001
Sverige,Läkemedelsverket,Pharmaceutical Inspector,Chemistry,1996
Sverige,Lantmännen,Purchasing Manager,Chemistry,1988
Sverige,Ledarskapscentrum Nord AB,CEO,Chemistry,1999
Sverige,Legosan AB,Vice President ,Chemistry,1999
Sverige,Lindholmen Science Park,Program Manager,Chemistry,1994
Sverige,Lloyd`s Register Consulting Energy AB,Principal Consultant,Chemistry,1997
Sverige,Logica,Business Consultant,Chemistry,2006
Sverige,Lunds Universitet,PhD Student,Chemistry,2010
Sverige,M-real Nordic AB,Manager,Chemistry,1996
Norge,M7 Offshore,Senoir Process Engineer,Chemistry,2006
Island,Mannvit,Consultant,Chemistry,2008
Frankrike,MAPI Consultancy,Researcher,Chemistry,2004
Sverige,Marabou,Process Engineer,Chemistry,1993
Sverige,McNeil AB,Director,Chemistry,1994
Sverige,McNeil AB,Pharmacokineticist,Chemistry,1997
Sverige,"MDC, FMP",Researcher,Chemistry,2005
Sverige,Medivir AB,Researcher,Chemistry,2003
Sverige,Mekanex Maskin AB,CEO,Chemistry,1996
Sverige,Mekanex Maskin AB,CEO,Chemistry,1996
Sverige,Metso Automation,Regional Director,Chemistry,1994
Sverige,Mettler Toledo,Sales Manager,Chemistry,2002
Pakistan,MOL Pakistan Oil & Gas Company B.V.,Production Engineer,Chemistry,2011
Sverige,Mölnlycke Health Care,Product Designer,Chemistry,2010
Sverige,Mondelez Sverige Production AB,CI Engineer,Chemistry,1986
Sverige,"MSB, Myndigheten för samhällsskydd och beredskap",Administrator,Chemistry,2005
Sverige,Munksjö,Marketing Manager,Chemistry,2004
Sverige,Munksjö Oyj,CEO,Chemistry,1980
Sverige,myFC AB,Project Manager,Chemistry,2015
Sverige,Naturvetarna,Journalist,Chemistry,1999
Sverige,NBE Sweden AB,Process Engineer,Chemistry,2009
Sverige,Netlight,Consultant,Chemistry,2006
Sverige,NLAB Solar,Researcher,Chemistry,2010
Sverige,NNE Pharmaplan AB,Process Engineer,Chemistry,1995
Sverige,Nobina,Purchasing Manager,Chemistry,1997
Sverige,Nopco Paper Technology AB,Regional Manager ,Chemistry,2002
Sverige,Nordic Water Products AB,Process Engineer,Chemistry,2003
Sverige,Nordkalk,Sales Manager,Chemistry,2005
Sverige,Norrtälje kommun,Plumbing Engineer,Chemistry,2011
Sverige,Norrvatten,Chemist,Chemistry,2013
Norge,Norwegian University of Science and Technology (NTNU),PhD Student,Chemistry,2011
USA,Novadigm Consulting Group,Managing Director,Chemistry,1981
Sverige,Novus Consulting AB,Consultant,Chemistry,2003
Sverige,Nynas AB,Project Manager,Chemistry,2005
Sverige,Octapharma,Measure Engineer,Chemistry,2011
Sverige,OKG AB,Investigation Engineer,Chemistry,2002
Sverige,Oriflame,Laboratory Engineer,Chemistry,2007
Sverige,Otapharama AB,Manager,Chemistry,1981
Sverige,Outokumpu,Researcher,Chemistry,1994
Sverige,Patent- och registreringsverket,Consultant,Chemistry,1993
Sverige,Patent- och registreringsverket,Patent Engineer,Chemistry,2004
Sverige,Permascand AB,CEO,Chemistry,1992
Sverige,Perstorp AB,Director,Chemistry,1992
Sverige,Perstorp AB,Manager,Chemistry,1997
Sverige,Perstorp AB,Manager,Chemistry,1998
Sverige,Pfizer,Group Manager,Chemistry,2000
Sverige,Pfizer,Process Developer,Chemistry,2000
Sverige,Pfizer,Scientist,Chemistry,2007
Sverige,Philip Morris,Supervisor,Chemistry,2007
Sverige,PIcrates AB,Project Manager,Chemistry,1986
Sverige,Plast- & Kemiföretagen,Administrator,Chemistry,2004
Sverige,Pöyry Management Consulting,Consultant,Chemistry,2008
Sverige,Preem AB,Risk Manager,Chemistry,1982
Sverige,Ragn-Sells,Section Manager,Chemistry,1999
Sverige,Ragn-Sells,Section Manager,Chemistry,2008
Sverige,Recipharm,Laboratory Engineer,Chemistry,2001
Sverige,Recipharm,Process Engineer,Chemistry,2006
Sverige,Recipharm,Project Manager,Chemistry,2001
Sverige,Region Skåne,Occupational hygienist,Chemistry,2009
Sverige,Reinertsen AS,Group Manager,Chemistry,1998
Norge,Reinertsen AS,MC & Commissioning Manager,Chemistry,2008
Sverige,Rekal Svenska AB,Development Manager,Chemistry,2006
Frankrike,Renault SA,Outbound logistics manager,Chemistry,1995
Sverige,Repona,CEO,Chemistry,1989
Sverige,Resefarm,Project Manager,Chemistry,2003
Sverige,Returkraft AS,CTO,Chemistry,2000
Sverige,RINI Ergoteknik,Chief of Human Resources,Chemistry,1975
Sverige,RINI Ergoteknik,Chief of Human Resources,Chemistry,1975
Sverige,Robur Kapitalförvaltning,Responsible for environmental and ethical analysis,Chemistry,1990
Sverige,Roplan,Sales Engineer,Chemistry,2001
Sverige,Rovio Sweden,Manager,Chemistry,2003
Norge,Royal Dutch Shell,Project Engineer,Chemistry,2010
Sverige,Rymdbolaget,System Engineer,Chemistry,2008
Sverige,Sandvik,Development Engineer,Chemistry,2006
Sverige,SCA,Site Manager,Chemistry,1989
Sverige,Scania,Calibration Coordinator,Chemistry,2003
Sverige,Scania,Developer,Chemistry,2011
Sverige,Scania,Development Engineer,Chemistry,2015
Sverige,Scania,Development Engineer,Chemistry,2004
Sverige,Scania,Development Engineer,Chemistry,1983
Sverige,Scania,Test Engineer,Chemistry,1994
Norge,Schlumberger,Laboratory Manager,Chemistry,2005
Sverige,Seco Tools,Head of the Materials Analysis Laboratory,Chemistry,1996
Sverige,Seco Tools,Head of the Materials Analysis Laboratory,Chemistry,1996
Sverige,Seco Tools,Chemical Coordinator,Chemistry,2008
Sverige,Semcon,Consultant,Chemistry,2002
